source_file,page,ramo,tipo_cobertura,poliza_no,certificado_no,inicio_vigencia,fin_vigencia,asegurado,propietario,nit,direccion,marca,chasis,linea,pasajeros,modelo,clase,placa,motor,color,forma_pago,moneda,ocr_ok
1943853451951.pdf,7,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100473,,,,,,,BLANCO,,,True
1943853451951.pdf,8,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100339,,,,,,,BLANCO,,,True
1943853451951.pdf,9,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,,,,,,,,BLANCO,,,False
1943853451951.pdf,10,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100338,,,,,,,BLANCO,,,True
1943853451951.pdf,11,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100343,,,2014,CAMION,,,BLANCO,,,True
1943853451951.pdf,12,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE,,,2014,CAMION,,,BLANCO,,,True
1943853451951.pdf,13,,,,,,,,PRODUCTOS LACTEOS DE CENTROAMERICA. SOCIEDAD ltinea: nace Ipasajerosis |,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,TOYOTA,JTFJS02P3F5021081,,,,panel,,,BLANCO,,,True
1943853451951.pdf,14,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100643,,,,,,,BLANCO,,QUETZALES,True
1943853451951.pdf,15,,,,,,,,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD tine: merezmeza Pasajeros |",,3 AVENIDA 13-78 -ZONA 10-GUATEMALA:GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100545,,,,,,,BLANCO,,,True
1943853451951.pdf,16,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100476,,,,,,,BLANCO,,,True
1943853451951.pdf,17,,,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD! Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100475,,,2014,CAMION,,,BLANCO,,,True
1943853451951.pdf,18,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100226,,,2014,,,,BLANCO,,,True
1943853451951.pdf,19,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HF7100090,,,2015,,,,BLANCO,,,True
1943853451951.pdf,20,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JALFVR34PE7000217,,,2014,CAMION,,,BLANCO,,QUETZALES,True
1943853451951.pdf,21,,,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JALFVR34PE7000085,,,2014,camow,,,BLANCO,,QUETZALES,True
1943853451952.pdf,1,Automóvil,ertura: Todo Riesgo,AUTO - 371708,26,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD | Línea: SIN MODELO lrasajeras:",,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO Y GRIS,HINO,FG1JMU,,,,Camion,,108C,BLANCO Y GRIS,EFECTIVO,QUETZALES,True
1943853451952.pdf,2,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: PLATEADO,HYUNDAI,KMHDU41BAAU724622,,,,AUTOMOVIL,,,PLATEADO,,,True
1943853451952.pdf,3,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,MAZDA,MM7UNYOW200426165,,,,,,,BLANCO,,,True
1943853451952.pdf,4,,,,,,,,PRODUCTOS LACTEOS DE CENTROAMERICA SOCIEDAD |linea: mon |pasajerosis |,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: PLATEADO,NISSAN,3N1CC1CG32L161190,mon,,,AUTOMOVIL,,,PLATEADO,,,True
1943853451952.pdf,5,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: ALMENDRA,NISSAN,,,,,,,,ALMENDRA,,QUETZALES,False
1943853451952.pdf,6,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,NISSAN,3N1,,,,,,,BLANCO,,,True
1943853451952.pdf,7,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO PERLADO,MAZDA,JM3ER2W5880392214,,,,,,,BLANCO PERLADO,,,True
1943853451952.pdf,8,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HC7100264,,,,Cato,,,BLANCO,,,True
1943853451952.pdf,9,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,JAANPR,,,,camon,,,BLANCO,,,True
1943853451952.pdf,10,Automóvil,ertura: Todo Riesgo,AUTO - 371708,48,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA: GUATEMALA Color: BLANCO,,JAANPR71HC7100265,,,2012,,,,BLANCO,,,True
1943853451952.pdf,11,,,,,,,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD! Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA:- GUATEMALA Color: BLANCO,,,,,,camon,,,BLANCO,,QUETZALES,False
1943853451952.pdf,12,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71H87100584,,,2012,,,,BLANCO,,,True
1943853451952.pdf,13,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71H87100585,,,2012,CAMION,,,BLANCO,EFECTIVO,QUETZALES,True
1943853451952.pdf,14,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: ROJO OBSCURO,NISSAN,3N1CC1AG52K133836,,,,,,,ROJO OBSCURO,,,True
1943853451952.pdf,15,,,,,,,,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD [times ne | Pasajeros: 3",,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HC7101397,,3,,Caron,C,2507,BLANCO,EFECTIVO,QUETZALES,True
1943853451952.pdf,16,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,JAANPR71HD7100006,,,,camon,C-8s50NU,,BLANCO,,QUETZALES,True
1943853451952.pdf,17,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HD7100007,,,2013,,,,BLANCO,,,True
1943853451952.pdf,18,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,JAANPR71HD7100008,,,2013,,,,BLANCO,,,True
1943853451952.pdf,19,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: AZUL OBSCURO,NISSAN,3N1CN7AD9ZL089725,,,,,,WR5raR002IE,AZUL OBSCURO,,QUETZALES,True
1943853451952.pdf,20,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,NISSAN,3N1EB31592K,,,,,,,BLANCO,,,True
